date,sales,region,state,category,type,caffeination
1/1/2011,157,Central,OH,Coffee,Amaretto,Regular
1/1/2011,157,Central,OH,Coffee,Columbian,Regular
1/1/2011,168,Central,OH,Coffee,Decaf Irish Cream,Decaf
1/1/2011,201,Central,WI,Herbal Tea,Chamomile,Decaf
1/1/2011,91,Central,WI,Herbal Tea,Lemon,Decaf
1/1/2011,168,Central,WI,Tea,Darjeeling,Regular
1/1/2011,201,Central,WI,Tea,Earl Grey,Regular
1/1/2011,168,Central,WI,Espresso,Caffe Mocha,Regular
1/1/2011,123,Central,WI,Espresso,Decaf Espresso,Decaf
1/1/2011,134,Central,WI,Coffee,Amaretto,Regular
1/1/2011,213,Central,WI,Coffee,Columbian,Regular
1/1/2011,201,Central,WI,Coffee,Decaf Irish Cream,Decaf
1/1/2011,213,East,CT,Herbal Tea,Lemon,Decaf
1/1/2011,190,East,CT,Herbal Tea,Mint,Decaf
1/1/2011,138,East,CT,Tea,Darjeeling,Regular
1/1/2011,105,East,CT,Tea,Green Tea,Regular
1/1/2011,201,East,CT,Espresso,Caffe Mocha,Regular
1/1/2011,145,East,CT,Espresso,Decaf Espresso,Decaf
1/1/2011,347,East,CT,Coffee,Columbian,Regular
1/1/2011,123,East,FL,Herbal Tea,Chamomile,Decaf
1/1/2011,134,East,FL,Herbal Tea,Lemon,Decaf
1/1/2011,168,East,FL,Herbal Tea,Mint,Decaf
1/1/2011,90,East,FL,Tea,Darjeeling,Regular
1/1/2011,91,East,FL,Tea,Green Tea,Regular
1/1/2011,213,East,FL,Espresso,Caffe Mocha,Regular
1/1/2011,201,East,FL,Espresso,Decaf Espresso,Decaf
1/1/2011,235,East,FL,Coffee,Columbian,Regular
1/1/2011,224,East,FL,Coffee,Decaf Irish Cream,Decaf
1/1/2011,145,East,MA,Herbal Tea,Lemon,Decaf
1/1/2011,90,East,MA,Tea,Darjeeling,Regular
1/1/2011,90,East,MA,Tea,Green Tea,Regular
1/1/2011,141,East,MA,Espresso,Caffe Mocha,Regular
1/1/2011,382,East,MA,Espresso,Regular Espresso,Regular
1/1/2011,553,East,MA,Coffee,Columbian,Regular
1/1/2011,85,East,NH,Herbal Tea,Lemon,Decaf
1/1/2011,50,East,NH,Tea,Darjeeling,Regular
1/1/2011,48,East,NH,Tea,Green Tea,Regular
1/1/2011,101,East,NH,Espresso,Caffe Mocha,Regular
1/1/2011,73,East,NH,Espresso,Regular Espresso,Regular
1/1/2011,104,East,NH,Coffee,Amaretto,Regular
1/1/2011,134,East,NH,Coffee,Columbian,Regular
1/1/2011,540,East,NY,Herbal Tea,Lemon,Decaf
1/1/2011,201,East,NY,Herbal Tea,Mint,Decaf
1/1/2011,262,East,NY,Tea,Darjeeling,Regular
1/1/2011,245,East,NY,Tea,Earl Grey,Regular
1/1/2011,150,East,NY,Tea,Green Tea,Regular
1/1/2011,68,East,NY,Espresso,Caffe Mocha,Regular
1/1/2011,548,East,NY,Espresso,Regular Espresso,Regular
1/1/2011,759,East,NY,Coffee,Columbian,Regular
1/1/2011,125,South,LA,Herbal Tea,Chamomile,Decaf
1/1/2011,213,South,LA,Herbal Tea,Lemon,Decaf
1/1/2011,95,South,LA,Coffee,Columbian,Regular
1/1/2011,91,South,LA,Coffee,Decaf Irish Cream,Decaf
1/1/2011,201,South,LA,Espresso,Caffe Latte,Regular
1/1/2011,201,South,LA,Espresso,Caffe Mocha,Regular
1/1/2011,168,South,LA,Espresso,Decaf Espresso,Decaf
1/1/2011,50,South,NM,Herbal Tea,Chamomile,Decaf
1/1/2011,69,South,NM,Herbal Tea,Lemon,Decaf
1/1/2011,134,South,NM,Coffee,Columbian,Regular
1/1/2011,111,South,NM,Coffee,Decaf Irish Cream,Decaf
1/1/2011,73,South,NM,Espresso,Caffe Latte,Regular
1/1/2011,101,South,NM,Espresso,Caffe Mocha,Regular
1/1/2011,92,South,NM,Espresso,Decaf Espresso,Decaf
1/1/2011,134,South,OK,Herbal Tea,Chamomile,Decaf
1/1/2011,213,South,OK,Herbal Tea,Lemon,Decaf
1/1/2011,112,South,OK,Coffee,Columbian,Regular
1/1/2011,90,South,OK,Coffee,Decaf Irish Cream,Decaf
1/1/2011,224,South,OK,Espresso,Caffe Latte,Regular
1/1/2011,90,South,OK,Espresso,Caffe Mocha,Regular
1/1/2011,235,South,OK,Espresso,Decaf Espresso,Decaf
1/1/2011,157,South,TX,Herbal Tea,Chamomile,Decaf
1/1/2011,157,South,TX,Herbal Tea,Lemon,Decaf
1/1/2011,506,South,TX,Coffee,Columbian,Regular
1/1/2011,213,South,TX,Coffee,Decaf Irish Cream,Decaf
1/1/2011,201,South,TX,Espresso,Caffe Latte,Regular
1/1/2011,245,South,TX,Espresso,Caffe Mocha,Regular
1/1/2011,150,South,TX,Espresso,Decaf Espresso,Decaf
1/1/2011,104,West,UT,Herbal Tea,Chamomile,Decaf
1/1/2011,134,West,UT,Herbal Tea,Lemon,Decaf
1/1/2011,111,West,UT,Herbal Tea,Mint,Decaf
1/1/2011,101,West,UT,Tea,Darjeeling,Regular
1/1/2011,92,West,UT,Tea,Earl Grey,Regular
1/1/2011,73,West,UT,Tea,Green Tea,Regular
1/1/2011,138,West,UT,Espresso,Decaf Espresso,Decaf
1/1/2011,190,West,UT,Coffee,Amaretto,Regular
1/1/2011,145,West,UT,Coffee,Columbian,Regular
1/1/2011,213,West,UT,Coffee,Decaf Irish Cream,Decaf
1/1/2011,128,West,UT,Espresso,Caffe Latte,Regular
1/1/2011,125,West,UT,Espresso,Caffe Mocha,Regular
1/1/2011,262,West,CA,Herbal Tea,Chamomile,Decaf
1/1/2011,506,West,CA,Herbal Tea,Lemon,Decaf
1/1/2011,213,West,CA,Herbal Tea,Mint,Decaf
1/1/2011,245,West,CA,Tea,Darjeeling,Regular
1/1/2011,150,West,CA,Tea,Earl Grey,Regular
1/1/2011,201,West,CA,Tea,Green Tea,Regular
1/1/2011,611,West,CA,Espresso,Decaf Espresso,Decaf
1/1/2011,162,West,CA,Coffee,Amaretto,Regular
1/1/2011,759,West,CA,Coffee,Columbian,Regular
1/1/2011,132,West,CA,Coffee,Decaf Irish Cream,Decaf
1/1/2011,510,West,CA,Espresso,Caffe Latte,Regular
1/1/2011,280,West,CA,Espresso,Caffe Mocha,Regular
1/1/2011,280,West,NV,Herbal Tea,Chamomile,Decaf
1/1/2011,386,West,NV,Herbal Tea,Lemon,Decaf
1/1/2011,262,West,NV,Herbal Tea,Mint,Decaf
1/1/2011,611,West,NV,Tea,Darjeeling,Regular
1/1/2011,510,West,NV,Tea,Earl Grey,Regular
1/1/2011,19,West,NV,Tea,Green Tea,Regular
1/1/2011,48,West,NV,Espresso,Decaf Espresso,Decaf
1/1/2011,85,West,NV,Coffee,Columbian,Regular
1/1/2011,69,West,NV,Coffee,Decaf Irish Cream,Decaf
1/1/2011,48,West,NV,Espresso,Caffe Latte,Regular
1/1/2011,50,West,NV,Espresso,Caffe Mocha,Regular
1/1/2011,101,West,OR,Herbal Tea,Chamomile,Decaf
1/1/2011,112,West,OR,Herbal Tea,Lemon,Decaf
1/1/2011,90,West,OR,Tea,Darjeeling,Regular
1/1/2011,235,West,OR,Tea,Earl Grey,Regular
1/1/2011,224,West,OR,Tea,Green Tea,Regular
1/1/2011,382,West,OR,Espresso,Decaf Espresso,Decaf
1/1/2011,168,West,OR,Coffee,Amaretto,Regular
1/1/2011,179,West,OR,Coffee,Columbian,Regular
1/1/2011,157,West,OR,Coffee,Decaf Irish Cream,Decaf
1/1/2011,145,West,OR,Espresso,Caffe Latte,Regular
1/1/2011,157,West,OR,Espresso,Caffe Mocha,Regular
1/1/2011,347,West,WA,Herbal Tea,Chamomile,Decaf
1/1/2011,95,West,WA,Herbal Tea,Lemon,Decaf
1/1/2011,201,West,WA,Tea,Darjeeling,Regular
1/1/2011,168,West,WA,Tea,Earl Grey,Regular
1/1/2011,201,West,WA,Tea,Green Tea,Regular
1/1/2011,123,West,WA,Espresso,Caffe Latte,Regular
1/1/2011,134,West,WA,Espresso,Caffe Mocha,Regular
1/1/2011,168,West,WA,Espresso,Decaf Espresso,Decaf
1/1/2011,145,West,WA,Coffee,Columbian,Regular
1/1/2011,213,West,WA,Coffee,Decaf Irish Cream,Decaf
2/1/2011,362,Central,CO,Herbal Tea,Chamomile,Decaf
2/1/2011,137,Central,CO,Herbal Tea,Lemon,Decaf
2/1/2011,149,Central,CO,Herbal Tea,Mint,Decaf
2/1/2011,141,Central,CO,Tea,Darjeeling,Regular
2/1/2011,145,Central,CO,Tea,Earl Grey,Regular
2/1/2011,107,Central,CO,Tea,Green Tea,Regular
2/1/2011,201,Central,CO,Espresso,Caffe Mocha,Regular
2/1/2011,201,Central,CO,Espresso,Decaf Espresso,Decaf
2/1/2011,259,Central,CO,Coffee,Amaretto,Regular
2/1/2011,202,Central,CO,Coffee,Columbian,Regular
2/1/2011,247,Central,CO,Coffee,Decaf Irish Cream,Decaf
2/1/2011,259,Central,IL,Herbal Tea,Chamomile,Decaf
2/1/2011,202,Central,IL,Herbal Tea,Lemon,Decaf
2/1/2011,247,Central,IL,Herbal Tea,Mint,Decaf
2/1/2011,201,Central,IL,Tea,Darjeeling,Regular
2/1/2011,201,Central,IL,Tea,Earl Grey,Regular
2/1/2011,581,Central,IL,Espresso,Caffe Mocha,Regular
2/1/2011,487,Central,IL,Espresso,Decaf Espresso,Decaf
2/1/2011,377,Central,IL,Coffee,Columbian,Regular
2/1/2011,271,Central,IL,Coffee,Decaf Irish Cream,Decaf
2/1/2011,581,Central,IA,Herbal Tea,Chamomile,Decaf
2/1/2011,271,Central,IA,Herbal Tea,Lemon,Decaf
2/1/2011,487,Central,IA,Tea,Darjeeling,Regular
2/1/2011,569,Central,IA,Tea,Earl Grey,Regular
2/1/2011,50,Central,IA,Espresso,Caffe Mocha,Regular
2/1/2011,46,Central,IA,Espresso,Decaf Espresso,Decaf
2/1/2011,48,Central,IA,Coffee,Amaretto,Regular
2/1/2011,67,Central,IA,Coffee,Columbian,Regular
2/1/2011,58,Central,IA,Coffee,Decaf Irish Cream,Decaf
2/1/2011,111,Central,MO,Herbal Tea,Chamomile,Decaf
2/1/2011,109,Central,MO,Herbal Tea,Lemon,Decaf
2/1/2011,87,Central,MO,Tea,Darjeeling,Regular
2/1/2011,72,Central,MO,Tea,Earl Grey,Regular
2/1/2011,79,Central,MO,Tea,Green Tea,Regular
2/1/2011,131,Central,MO,Espresso,Caffe Mocha,Regular
2/1/2011,110,Central,MO,Espresso,Decaf Espresso,Decaf
2/1/2011,206,Central,MO,Coffee,Columbian,Regular
2/1/2011,176,Central,MO,Coffee,Decaf Irish Cream,Decaf
2/1/2011,60,Central,OH,Herbal Tea,Chamomile,Decaf
2/1/2011,85,Central,OH,Herbal Tea,Lemon,Decaf
2/1/2011,213,Central,OH,Tea,Darjeeling,Regular
2/1/2011,220,Central,OH,Tea,Earl Grey,Regular
2/1/2011,362,Central,OH,Espresso,Caffe Mocha,Regular
2/1/2011,141,Central,OH,Espresso,Decaf Espresso,Decaf
2/1/2011,149,Central,OH,Coffee,Amaretto,Regular
2/1/2011,136,Central,OH,Coffee,Columbian,Regular
2/1/2011,137,Central,OH,Coffee,Decaf Irish Cream,Decaf
2/1/2011,185,Central,WI,Herbal Tea,Chamomile,Decaf
2/1/2011,123,Central,WI,Herbal Tea,Lemon,Decaf
2/1/2011,146,Central,WI,Tea,Darjeeling,Regular
2/1/2011,165,Central,WI,Tea,Earl Grey,Regular
2/1/2011,164,Central,WI,Espresso,Caffe Mocha,Regular
2/1/2011,117,Central,WI,Espresso,Decaf Espresso,Decaf
2/1/2011,126,Central,WI,Coffee,Amaretto,Regular
2/1/2011,234,Central,WI,Coffee,Columbian,Regular
2/1/2011,192,Central,WI,Coffee,Decaf Irish Cream,Decaf
2/1/2011,206,East,CT,Herbal Tea,Lemon,Decaf
2/1/2011,176,East,CT,Herbal Tea,Mint,Decaf
2/1/2011,131,East,CT,Tea,Darjeeling,Regular
2/1/2011,70,East,CT,Tea,Green Tea,Regular
2/1/2011,165,East,CT,Espresso,Caffe Mocha,Regular
2/1/2011,139,East,CT,Espresso,Decaf Espresso,Decaf
2/1/2011,346,East,CT,Coffee,Columbian,Regular
2/1/2011,117,East,FL,Herbal Tea,Chamomile,Decaf
2/1/2011,126,East,FL,Herbal Tea,Lemon,Decaf
2/1/2011,164,East,FL,Herbal Tea,Mint,Decaf
2/1/2011,85,East,FL,Tea,Darjeeling,Regular
2/1/2011,123,East,FL,Tea,Green Tea,Regular
2/1/2011,234,East,FL,Espresso,Caffe Mocha,Regular
2/1/2011,192,East,FL,Espresso,Decaf Espresso,Decaf
2/1/2011,213,East,FL,Coffee,Columbian,Regular
2/1/2011,220,East,FL,Coffee,Decaf Irish Cream,Decaf
2/1/2011,141,East,MA,Herbal Tea,Lemon,Decaf
2/1/2011,85,East,MA,Tea,Darjeeling,Regular
2/1/2011,60,East,MA,Tea,Green Tea,Regular
2/1/2011,136,East,MA,Espresso,Caffe Mocha,Regular
2/1/2011,362,East,MA,Espresso,Regular Espresso,Regular
2/1/2011,501,East,MA,Coffee,Columbian,Regular
2/1/2011,79,East,NH,Herbal Tea,Lemon,Decaf
2/1/2011,48,East,NH,Tea,Darjeeling,Regular
2/1/2011,46,East,NH,Tea,Green Tea,Regular
2/1/2011,111,East,NH,Espresso,Caffe Mocha,Regular
2/1/2011,72,East,NH,Espresso,Regular Espresso,Regular
2/1/2011,108,East,NH,Coffee,Amaretto,Regular
2/1/2011,121,East,NH,Coffee,Columbian,Regular
2/1/2011,528,East,NY,Herbal Tea,Lemon,Decaf
2/1/2011,192,East,NY,Herbal Tea,Mint,Decaf
2/1/2011,247,East,NY,Tea,Darjeeling,Regular
2/1/2011,259,East,NY,Tea,Earl Grey,Regular
2/1/2011,201,East,NY,Tea,Green Tea,Regular
2/1/2011,65,East,NY,Espresso,Caffe Mocha,Regular
2/1/2011,618,East,NY,Espresso,Regular Espresso,Regular
2/1/2011,687,East,NY,Coffee,Columbian,Regular
2/1/2011,119,South,LA,Herbal Tea,Chamomile,Decaf
2/1/2011,206,South,LA,Herbal Tea,Lemon,Decaf
2/1/2011,100,South,LA,Coffee,Columbian,Regular
2/1/2011,123,South,LA,Coffee,Decaf Irish Cream,Decaf
2/1/2011,165,South,LA,Espresso,Caffe Latte,Regular
2/1/2011,185,South,LA,Espresso,Caffe Mocha,Regular
2/1/2011,146,South,LA,Espresso,Decaf Espresso,Decaf
2/1/2011,48,South,NM,Herbal Tea,Chamomile,Decaf
2/1/2011,67,South,NM,Herbal Tea,Lemon,Decaf
2/1/2011,121,South,NM,Coffee,Columbian,Regular
2/1/2011,109,South,NM,Coffee,Decaf Irish Cream,Decaf
2/1/2011,72,South,NM,Espresso,Caffe Latte,Regular
2/1/2011,111,South,NM,Espresso,Caffe Mocha,Regular
2/1/2011,87,South,NM,Espresso,Decaf Espresso,Decaf
2/1/2011,126,South,OK,Herbal Tea,Chamomile,Decaf
2/1/2011,234,South,OK,Herbal Tea,Lemon,Decaf
2/1/2011,107,South,OK,Coffee,Columbian,Regular
2/1/2011,85,South,OK,Coffee,Decaf Irish Cream,Decaf
2/1/2011,220,South,OK,Espresso,Caffe Latte,Regular
2/1/2011,60,South,OK,Espresso,Caffe Mocha,Regular
2/1/2011,213,South,OK,Espresso,Decaf Espresso,Decaf
2/1/2011,149,South,TX,Herbal Tea,Chamomile,Decaf
2/1/2011,136,South,TX,Herbal Tea,Lemon,Decaf
2/1/2011,496,South,TX,Coffee,Columbian,Regular
2/1/2011,202,South,TX,Coffee,Decaf Irish Cream,Decaf
2/1/2011,201,South,TX,Espresso,Caffe Latte,Regular
2/1/2011,259,South,TX,Espresso,Caffe Mocha,Regular
2/1/2011,201,South,TX,Espresso,Decaf Espresso,Decaf
2/1/2011,108,West,UT,Herbal Tea,Chamomile,Decaf
2/1/2011,121,West,UT,Herbal Tea,Lemon,Decaf
2/1/2011,109,West,UT,Herbal Tea,Mint,Decaf
2/1/2011,111,West,UT,Tea,Darjeeling,Regular
2/1/2011,87,West,UT,Tea,Earl Grey,Regular
2/1/2011,72,West,UT,Tea,Green Tea,Regular
2/1/2011,131,West,UT,Espresso,Decaf Espresso,Decaf
2/1/2011,176,West,UT,Coffee,Amaretto,Regular
2/1/2011,139,West,UT,Coffee,Columbian,Regular
2/1/2011,206,West,UT,Coffee,Decaf Irish Cream,Decaf
2/1/2011,110,West,UT,Espresso,Caffe Latte,Regular
2/1/2011,119,West,UT,Espresso,Caffe Mocha,Regular
2/1/2011,247,West,CA,Herbal Tea,Chamomile,Decaf
2/1/2011,496,West,CA,Herbal Tea,Lemon,Decaf
2/1/2011,202,West,CA,Herbal Tea,Mint,Decaf
2/1/2011,259,West,CA,Tea,Darjeeling,Regular
2/1/2011,201,West,CA,Tea,Earl Grey,Regular
2/1/2011,201,West,CA,Tea,Green Tea,Regular
2/1/2011,581,West,CA,Espresso,Decaf Espresso,Decaf
2/1/2011,141,West,CA,Coffee,Amaretto,Regular
2/1/2011,687,West,CA,Coffee,Columbian,Regular
2/1/2011,130,West,CA,Coffee,Decaf Irish Cream,Decaf
2/1/2011,487,West,CA,Espresso,Caffe Latte,Regular
2/1/2011,309,West,CA,Espresso,Caffe Mocha,Regular
2/1/2011,309,West,NV,Herbal Tea,Chamomile,Decaf
2/1/2011,377,West,NV,Herbal Tea,Lemon,Decaf
2/1/2011,271,West,NV,Herbal Tea,Mint,Decaf
2/1/2011,581,West,NV,Tea,Darjeeling,Regular
2/1/2011,487,West,NV,Tea,Earl Grey,Regular
2/1/2011,25,West,NV,Tea,Green Tea,Regular
2/1/2011,50,West,NV,Espresso,Decaf Espresso,Decaf
2/1/2011,79,West,NV,Coffee,Columbian,Regular
2/1/2011,67,West,NV,Coffee,Decaf Irish Cream,Decaf
2/1/2011,46,West,NV,Espresso,Caffe Latte,Regular
2/1/2011,48,West,NV,Espresso,Caffe Mocha,Regular
2/1/2011,86,West,OR,Herbal Tea,Chamomile,Decaf
2/1/2011,107,West,OR,Herbal Tea,Lemon,Decaf
2/1/2011,60,West,OR,Tea,Darjeeling,Regular
2/1/2011,213,West,OR,Tea,Earl Grey,Regular
2/1/2011,220,West,OR,Tea,Green Tea,Regular
2/1/2011,362,West,OR,Espresso,Decaf Espresso,Decaf
2/1/2011,137,West,OR,Coffee,Amaretto,Regular
2/1/2011,165,West,OR,Coffee,Columbian,Regular
2/1/2011,136,West,OR,Coffee,Decaf Irish Cream,Decaf
2/1/2011,141,West,OR,Espresso,Caffe Latte,Regular
2/1/2011,149,West,OR,Espresso,Caffe Mocha,Regular
2/1/2011,346,West,WA,Herbal Tea,Chamomile,Decaf
2/1/2011,100,West,WA,Herbal Tea,Lemon,Decaf
2/1/2011,185,West,WA,Tea,Darjeeling,Regular
2/1/2011,146,West,WA,Tea,Earl Grey,Regular
2/1/2011,165,West,WA,Tea,Green Tea,Regular
2/1/2011,117,West,WA,Espresso,Caffe Latte,Regular
2/1/2011,126,West,WA,Espresso,Caffe Mocha,Regular
2/1/2011,164,West,WA,Espresso,Decaf Espresso,Decaf
2/1/2011,151,West,WA,Coffee,Columbian,Regular
2/1/2011,234,West,WA,Coffee,Decaf Irish Cream,Decaf
3/1/2011,346,Central,CO,Herbal Tea,Chamomile,Decaf
3/1/2011,133,Central,CO,Herbal Tea,Lemon,Decaf
3/1/2011,143,Central,CO,Herbal Tea,Mint,Decaf
3/1/2011,137,Central,CO,Tea,Darjeeling,Regular
3/1/2011,144,Central,CO,Tea,Earl Grey,Regular
3/1/2011,104,Central,CO,Tea,Green Tea,Regular
3/1/2011,211,Central,CO,Espresso,Caffe Mocha,Regular
3/1/2011,192,Central,CO,Espresso,Decaf Espresso,Decaf
3/1/2011,227,Central,CO,Coffee,Amaretto,Regular
3/1/2011,206,Central,CO,Coffee,Columbian,Regular
3/1/2011,249,Central,CO,Coffee,Decaf Irish Cream,Decaf
3/1/2011,227,Central,IL,Herbal Tea,Chamomile,Decaf
3/1/2011,206,Central,IL,Herbal Tea,Lemon,Decaf
3/1/2011,249,Central,IL,Herbal Tea,Mint,Decaf
3/1/2011,211,Central,IL,Tea,Darjeeling,Regular
3/1/2011,192,Central,IL,Tea,Earl Grey,Regular
3/1/2011,604,Central,IL,Espresso,Caffe Mocha,Regular
3/1/2011,509,Central,IL,Espresso,Decaf Espresso,Decaf
3/1/2011,391,Central,IL,Coffee,Columbian,Regular
3/1/2011,285,Central,IL,Coffee,Decaf Irish Cream,Decaf
3/1/2011,604,Central,IA,Herbal Tea,Chamomile,Decaf
3/1/2011,285,Central,IA,Herbal Tea,Lemon,Decaf
3/1/2011,509,Central,IA,Tea,Darjeeling,Regular
3/1/2011,582,Central,IA,Tea,Earl Grey,Regular
3/1/2011,44,Central,IA,Espresso,Caffe Mocha,Regular
3/1/2011,46,Central,IA,Espresso,Decaf Espresso,Decaf
3/1/2011,48,Central,IA,Coffee,Amaretto,Regular
3/1/2011,67,Central,IA,Coffee,Columbian,Regular
3/1/2011,58,Central,IA,Coffee,Decaf Irish Cream,Decaf
3/1/2011,114,Central,MO,Herbal Tea,Chamomile,Decaf
3/1/2011,113,Central,MO,Herbal Tea,Lemon,Decaf
3/1/2011,91,Central,MO,Tea,Darjeeling,Regular
3/1/2011,80,Central,MO,Tea,Earl Grey,Regular
3/1/2011,80,Central,MO,Tea,Green Tea,Regular
3/1/2011,129,Central,MO,Espresso,Caffe Mocha,Regular
3/1/2011,126,Central,MO,Espresso,Decaf Espresso,Decaf
3/1/2011,201,Central,MO,Coffee,Columbian,Regular
3/1/2011,174,Central,MO,Coffee,Decaf Irish Cream,Decaf
3/1/2011,56,Central,OH,Herbal Tea,Chamomile,Decaf
3/1/2011,84,Central,OH,Herbal Tea,Lemon,Decaf
3/1/2011,224,Central,OH,Tea,Darjeeling,Regular
3/1/2011,228,Central,OH,Tea,Earl Grey,Regular
3/1/2011,346,Central,OH,Espresso,Caffe Mocha,Regular
3/1/2011,137,Central,OH,Espresso,Decaf Espresso,Decaf
3/1/2011,143,Central,OH,Coffee,Amaretto,Regular
3/1/2011,129,Central,OH,Coffee,Columbian,Regular
3/1/2011,133,Central,OH,Coffee,Decaf Irish Cream,Decaf
3/1/2011,178,Central,WI,Herbal Tea,Chamomile,Decaf
3/1/2011,129,Central,WI,Herbal Tea,Lemon,Decaf
3/1/2011,137,Central,WI,Tea,Darjeeling,Regular
3/1/2011,160,Central,WI,Tea,Earl Grey,Regular
3/1/2011,165,Central,WI,Espresso,Caffe Mocha,Regular
3/1/2011,119,Central,WI,Espresso,Decaf Espresso,Decaf
3/1/2011,128,Central,WI,Coffee,Amaretto,Regular
3/1/2011,242,Central,WI,Coffee,Columbian,Regular
3/1/2011,200,Central,WI,Coffee,Decaf Irish Cream,Decaf
3/1/2011,201,East,CT,Herbal Tea,Lemon,Decaf
3/1/2011,174,East,CT,Herbal Tea,Mint,Decaf
3/1/2011,129,East,CT,Tea,Darjeeling,Regular
3/1/2011,66,East,CT,Tea,Green Tea,Regular
3/1/2011,160,East,CT,Espresso,Caffe Mocha,Regular
3/1/2011,132,East,CT,Espresso,Decaf Espresso,Decaf
3/1/2011,329,East,CT,Coffee,Columbian,Regular
3/1/2011,119,East,FL,Herbal Tea,Chamomile,Decaf
3/1/2011,128,East,FL,Herbal Tea,Lemon,Decaf
3/1/2011,165,East,FL,Herbal Tea,Mint,Decaf
3/1/2011,86,East,FL,Tea,Darjeeling,Regular
3/1/2011,129,East,FL,Tea,Green Tea,Regular
3/1/2011,228,East,FL,Coffee,Decaf Irish Cream,Decaf
3/1/2011,242,East,FL,Espresso,Caffe Mocha,Regular
3/1/2011,200,East,FL,Espresso,Decaf Espresso,Decaf
3/1/2011,224,East,FL,Coffee,Columbian,Regular
3/1/2011,137,East,MA,Herbal Tea,Lemon,Decaf
3/1/2011,84,East,MA,Tea,Darjeeling,Regular
3/1/2011,56,East,MA,Tea,Green Tea,Regular
3/1/2011,133,East,MA,Espresso,Caffe Mocha,Regular
3/1/2011,346,East,MA,Espresso,Regular Espresso,Regular
3/1/2011,524,East,MA,Coffee,Columbian,Regular
3/1/2011,80,East,NH,Herbal Tea,Lemon,Decaf
3/1/2011,48,East,NH,Tea,Darjeeling,Regular
3/1/2011,46,East,NH,Tea,Green Tea,Regular
3/1/2011,114,East,NH,Espresso,Caffe Mocha,Regular
3/1/2011,80,East,NH,Espresso,Regular Espresso,Regular
3/1/2011,114,East,NH,Coffee,Amaretto,Regular
3/1/2011,127,East,NH,Coffee,Columbian,Regular
3/1/2011,547,East,NY,Herbal Tea,Lemon,Decaf
3/1/2011,194,East,NY,Herbal Tea,Mint,Decaf
3/1/2011,249,East,NY,Tea,Darjeeling,Regular
3/1/2011,227,East,NY,Tea,Earl Grey,Regular
3/1/2011,211,East,NY,Tea,Green Tea,Regular
3/1/2011,67,East,NY,Espresso,Caffe Mocha,Regular
3/1/2011,557,East,NY,Espresso,Regular Espresso,Regular
3/1/2011,719,East,NY,Coffee,Columbian,Regular
3/1/2011,117,South,LA,Herbal Tea,Chamomile,Decaf
3/1/2011,201,South,LA,Herbal Tea,Lemon,Decaf
3/1/2011,87,South,LA,Coffee,Columbian,Regular
3/1/2011,129,South,LA,Coffee,Decaf Irish Cream,Decaf
3/1/2011,160,South,LA,Espresso,Caffe Latte,Regular
3/1/2011,178,South,LA,Espresso,Caffe Mocha,Regular
3/1/2011,137,South,LA,Espresso,Decaf Espresso,Decaf
3/1/2011,48,South,NM,Herbal Tea,Chamomile,Decaf
3/1/2011,67,South,NM,Herbal Tea,Lemon,Decaf
3/1/2011,127,South,NM,Coffee,Columbian,Regular
3/1/2011,113,South,NM,Coffee,Decaf Irish Cream,Decaf
3/1/2011,80,South,NM,Espresso,Caffe Latte,Regular
3/1/2011,114,South,NM,Espresso,Caffe Mocha,Regular
3/1/2011,91,South,NM,Espresso,Decaf Espresso,Decaf
3/1/2011,128,South,OK,Herbal Tea,Chamomile,Decaf
3/1/2011,242,South,OK,Herbal Tea,Lemon,Decaf
3/1/2011,104,South,OK,Coffee,Columbian,Regular
3/1/2011,84,South,OK,Coffee,Decaf Irish Cream,Decaf
3/1/2011,228,South,OK,Espresso,Caffe Latte,Regular
3/1/2011,56,South,OK,Espresso,Caffe Mocha,Regular
3/1/2011,224,South,OK,Espresso,Decaf Espresso,Decaf
3/1/2011,143,South,TX,Herbal Tea,Chamomile,Decaf
3/1/2011,129,South,TX,Herbal Tea,Lemon,Decaf
3/1/2011,498,South,TX,Coffee,Columbian,Regular
3/1/2011,206,South,TX,Coffee,Decaf Irish Cream,Decaf
3/1/2011,192,South,TX,Espresso,Caffe Latte,Regular
3/1/2011,227,South,TX,Espresso,Caffe Mocha,Regular
3/1/2011,211,South,TX,Espresso,Decaf Espresso,Decaf
3/1/2011,114,West,UT,Herbal Tea,Chamomile,Decaf
3/1/2011,127,West,UT,Herbal Tea,Lemon,Decaf
3/1/2011,113,West,UT,Herbal Tea,Mint,Decaf
3/1/2011,114,West,UT,Tea,Darjeeling,Regular
3/1/2011,91,West,UT,Tea,Earl Grey,Regular
3/1/2011,80,West,UT,Tea,Green Tea,Regular
3/1/2011,117,West,UT,Espresso,Caffe Mocha,Regular
3/1/2011,129,West,UT,Espresso,Decaf Espresso,Decaf
3/1/2011,174,West,UT,Coffee,Amaretto,Regular
3/1/2011,132,West,UT,Coffee,Columbian,Regular
3/1/2011,201,West,UT,Coffee,Decaf Irish Cream,Decaf
3/1/2011,126,West,UT,Espresso,Caffe Latte,Regular
3/1/2011,249,West,CA,Herbal Tea,Chamomile,Decaf
3/1/2011,498,West,CA,Herbal Tea,Lemon,Decaf
3/1/2011,206,West,CA,Herbal Tea,Mint,Decaf
